DALMIA VIDYA MANDIR CHIRAWA,,,,,,,,,,,,,
CURRICULUM TEACHING PLANNING -2025-26,,,,,,,,,,,,,
SPLIT UP OF YEARLY SYLLABUS CLASS LKG II ACADEMIC YEAR -2025-26,,,,,,,,,,,,,
SUBJECT →,,ENGLISH,,,HINDI,,,MATHEMATICS,,,EVS,,
,3,"(W.B)ch-3 Alphabet A to Z,(Book)ch-1,2 letter A, B,Rhymes-I am a special",Trace letter formation ,Students will be able to identify upper case letters ," (Book) ch- 3 अभ्यास कार्य (W.B) ch-9,10,11,12,13, व्यजन च,छ,ज,झ,ञ  हिन्दी कविताएँ- पापा",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-8 Number 1 to 5,finger print pattern ,Number recognition and identification,Ch-3 Senses,Matching,Students will be able to tell functions of five sense organs
,4,"(W.B)ch-6 Letter c,(Book)ch-3 letter C,Rhymes- 2 My body ",Trace letter formation Picture reading,Students will be able to identify lower case letters," (Book) ch- 4 वर्णमाला व्यजन (W.B) ch-14,15,16,17,18, चित्र परिचय, व्यंजन (च-ञ)ट,ठ,ड,हिन्दी कविताएँ- भालू की शादी",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन की लेखन प्रक्रियाओं का पालन करेंगे ,"Ch- 9 After ,Between and Before ",Number formation with play dough,Comparing and ordering,Ch- 4 My family ,Guess the family member,Family connection
,5,"(W.B)ch-7,8 Letter d Recap a to d,(Book)ch-4 letter D,Rhymes-2 My body ","sound recognition ,pictures reading ","Students will be able to identify upper case letters , Understand the link between D and /d/sound"," (Book) ch- 4 वर्णमाला व्यजन (W.B) ch-19,20,21,22,23  व्यंजन ढ ण, (ट-ण,),चित्र परिचय  त, हिन्दी कविताएँ- चल मेरे घोङे",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन से शुरू होने वाले नए शब्द सीखेंगे ,Ch-10 Ascending and Descending order 0 to 5,Number snake Art,Mastery of numerical order,Ch- 4 My family ,Family neighborhood,Cultural awareness
"JULY 2025 
(27 DAYS)",1,"(W.B)ch-9 Letter e,(Book)ch-5 letter E,Rhymes- 3 This is My body","Trace letter formation picture reading, sensory bin for letter E","Students will be able to identify lower case letters , Learn new words starting with Ee"," (Book) ch- 4 वर्णमाला व्यजन (W.B) ch-24,25,26,27,28, व्यंजन थ द,ध न,(त-न,)  हिन्दी कविताएँ- धोबी आया",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-11 Numbers 6 to 10,One for you one for me,Number formation,Ch- 4 My family ,Rock families,Family bonding
,2,"(W.B)ch-10 Letter f,(Book)ch-6 letter F,Rhymes- 3 This is My body",letter formation through yoga posture picture reading ,"Students will be able to identify upper case letters, Connect the letter f to the initial/ f/sound in word "," (Book) ch- 4 वर्णमाला व्यजन (W.B) ch-29,30,31,32,33 व्यंजन चित्र परिचय,प,फ,ब,भ हिन्दी कविताएँ-शेर निराला",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन की लेखन प्रक्रियाओं का पालन करेंगे ,"Ch-12 After,Between and Before (6 to 10)",counting object,Pattern recognition,Ch- 4 My family ,Family faces,Heritage and identity
,3,"(W.B)ch-11 Letter g,(Book)ch-7 letter G Rhymes- 4 We are a Family ",Picture reading. Guess the picture. Germ science activity,"Students will be able to identify lower case letters, Learn new words starting with Gg"," (Book) ch- 4 वर्णमाला व्यंजन (W.B) ch-34,35,36,37,38 व्यंजन म,(प-म)चित्र परिचय ,य,र,हिन्दी कविताएँ- चूँ-चूँ  करती आई चिङिया",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन से शुरू होने वाले नए शब्द सीखेंगे ,ch-13 Ascending and Descending order 6 to 10,Building blocks tower,Fluency and efficiency,Ch- 4 My family ,Make my family tree,Emotional expression
,4,"(W.B)ch-12,13 Letter h,Recap e to h,(Book)ch-8 letter H ,Rhymes- 4 We are a Family ",H letter craft. Show and tell for the letter h.,"Students will be able to identify upper case letters , Understand the link between Hh and the/ h/ sound"," (Book) ch- 4 वर्णमाला व्यजन (W.B) ch-39,40,41,42,43,व्यंजन ल,व,(य-व,)चित्र परिचय, श, हिन्दी कविताएँ- छोटी सी मोटर ",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन से शुरू होने वाले नए शब्द सीखेंगे ,Ch-14 Numbers 11 to 20,Show and tell,Number order,Ch-5 Friends ,Paired scavenger hunt,Positive social interaction
,5,"(W.B)ch-14 Letter g,(Book)ch-9 letter I ,Rhymes- 5 Finger Family ","
I Letter words. Show and tell ,picture reading","Students will be able to identify lower case letters, Learn new words starting with Ii"," (Book) ch- 4 वर्णमाला व्यजन (W.B) ch-43,44,45,46,47 व्यंजन श,ष,स,ह(श-ह) हिन्दी कविताएँ- सैर सपाटा",अक्षरों का सही स्ट्रोक्स के साथ लेखन व कविता का सस्वर दोहराव ,वर्णमाला व्यजन से शुरू होने वाले नए शब्द सीखेंगे ,Ch-15 Numbers 21 to 30,Number recognition ,Sequence proficiency,Ch-5 Friends ,Friendship circle really,Inclusive behavior
"AUGUST 2025 
(23 DAYS)",1,"(W.B)ch-15 Letter j,(Book)ch-10 letter J,Rhymes- 5 Finger Family ",Picture reading. Sound recognition.,Students will be able to identify lower case letters Understand the link betweenJj and/ j/sound," (Book) ch- 5 सयुंक्त वर्ण (W.B) ch-48,49,50 ,51 व्यंजन चित्र परिचय, क्ष,त्र,ज्ञ हिन्दी कविताएँ- गाली आई",संयुक्त वर्ण की पहचान व लेखन प्रक्रिया ,संयुक्त वर्ण की पहचान करेंगे ,Ch-16 Heavy and Light ,Sensory beans,Classification skills,Ch-5 Friends ,Friendship handprint tree,empathy and understanding
,2,"(W.B)ch-16 Letter k,(Book)ch-11 letter K ,Rhymes- 6 My house",Object Bin. Sorting k letter objects.,"Students will be able to identify upper case letters, Learn new words with k sound "," (Book) ch- 6 अभ्यास कार्य(W.B) ch-48,49,50 ,51 व्यंजन चित्र परिचय, क्ष,त्र,ज्ञ हिन्दी कविताएँ- गाङी आई",संयुक्त वर्ण की पहचान व लेखन प्रक्रिया ,सयुंक्त वर्ण की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch-17 Tall and Short ,Tall and short square ,Understanding size differences,Ch-6 Plants and Trees,Leave printing,Developing observation skills
,3,"(W.B)ch-17,18 Letter l ,Recap letter i to l,(Book)ch-12 letter L ,Rhymes- 7 Cobbler cobbler ","Leave walk and paste. Ladybug, craft. Picture reading.",Students will be able to identify upper case letters Learn new words with l sound,(Book)ch-7 दो अक्षरों के शब्द हिन्दी कविताएँ- एक छोटी कश्ती मेरे पास,अक्षर जोङ ज्ञान ,दो अक्षरों वाले शब्द की पहचान करेंगे ,Ch-18 More or Less,story telling ,Counting skills,Ch-6 Plants and Trees, watering and observation,Integrating physical development and art
,4,"(W.B)ch-19 Letter m-,(Book)ch-13 letter M ,Rhymes- 8 Animals in the sea",Picture reading. Mask wearing,"Students will be able to identify upper case letters, Understand the link between Mm and /m/sound ",(Book)ch-7 दो अक्षरों के शब्द हिन्दी कविताएँ- सवेरा,दो अक्षरों वाले शब्द खेल ,दो अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-19 Numbers 31 to 40,Number song,Comparative thinking,Ch-6 Plants and Trees,Leave printing,Developing observation skills
,5,"(W.B)ch-20 Letter n-,(Book)ch-14 letter N ,Rhymes- 9 Once I Saw a Little Bird","Nature sounds. Let.
 Ter  N song.","Students will be able to identify upper case letters , Understand the link between Nn and  /n/ sound",(Book)ch-7 दो अक्षरों के शब्द हिन्दी कविताएँ- आई दिवाली,दो अक्षरों वाले शब्द खेल ,दो अक्षरों वाले शब्द की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch- 20 Big and Small ,Show and tell ,Number conceptualization,Ch-7 Germination ,Nature walk,Understanding life processes
"SEPTEMBER 2025
(21 DAYS)",1,"(W.B)ch-21 Letter o-,(Book)ch-15 letter O ,Rhymes- 10 This is the way we pump a tyre",Picture reading. O letter Words.,"Students will be able to identify upper case letters , Learn new words with /o/ sound",(Book)ch-8 वाक्य रचना हिन्दी कविताएँ- हम-भाई-हम,दो अक्षरों वाले शब्द खेल ,दो अक्षरों वाले शब्द की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch-21 Sorting,Sorting the colors and shapes ,Vocabulary expansion,Ch-7 Germination ,Story time,Promoting responsible behavior
,2,"(W.B)ch-22,23 Letter p,Recap of m to p,(Book)ch-16 letter P ,Rhymes- 11 Save water",P explorations. Poison Awareness. Pet animal's name.,"Students will be able to identify upper case letters ,Learn new words with /p/ sound ",(Book)ch-8 वाक्य रचना हिन्दी कविताएँ- हम-भाई-हम,दो अक्षरों वाले शब्द खेल ,दो अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-22 Odd one Out,Look and find,Social interaction,Ch-7 Germination ,Parts of a plant,Encouraging scientific inquiry
,3,"(W.B)ch-24 Letter q,(Book)ch-17 letter Q ,Rhymes- 12 Planet and star","Quiz, picture reading","Students will be able to identify upper case letters, Learn new words with/ q/ sound ",(Book)ch-8 वाक्य रचना हिन्दी कविताएँ- हम-भाई-हम,दो अक्षरों वाले शब्द खेल ,दो अक्षरों वाले शब्द की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch-23 Boggie Woggie: Left and Right ,Left and right hand print,Following direction,Ch-8 Food,Headley food taste test,Knowledge of Different food groups and their  important for health and growth
,4,"(W.B)ch-25 Letter r,(Book)ch-18 letter R ,Rhymes- 12 Planet and star",Rainbow coloring with rainbow song. Picture reading.,"Students will be able to identify upper case letters ,Learn new words with/ r/ sound ",(Book)ch-9 आओ अभ्यास करें हिन्दी कविताएँ- धम्मक-धम्मक आता हाथी,दो अक्षरों वाले शब्द खेल ,दो अक्षरों के शब्द से बने वाक्य की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-24 Numbers 41 to 50,Counting sequence ,Counting competency,Ch-8 Food,I spy healthy foods,Understanding where food comes from including plants and animals
,5,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break
"OCTOBER 2025 
(19 DAYS)",1,"(W.B)ch-26 Letter s,(Book)ch-19 letter S ,Rhymes- 13 Happy birthday song ",Picture reading. S with stickers.,"Students will be able to identify upper case letters, Understand the link between Ss and the /s/ sound ",(Book)ch-9 आओ अभ्यास करें हिन्दी कविताएँ- धम्मक-धम्मक आता हाथी,दो अक्षरों वाले शब्द खेल ,दो अक्षरों के शब्द से बने वाक्य की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-25 Grouping of 10,Smiley faces,Understanding place value,Ch-8 Food,Health and unhealthy food sorting,Awareness of importance and trying new And healthy foods
,2,"(W.B)ch-27,28 Letter t Recap q to t,(Book)ch-20 letter T ,Rhymes- 14 Jingle Bell","Transportation Tt's,T movement, ","Students will be able to identify upper case letters, Learn new words with/ t / sound ",(Book)ch-10 तीन अक्षरों के शब्द  हिन्दी कविताएँ- तीन चीजें सिखों हमनें,तीन अक्षरों के शब्द का परिचय ,तीन अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch-26 Absorb- Does not Absorb,Absorption race,Identification of absorbent materials,Ch-9 House,building blocks house ,awareness of different rooms and areas within a house 
,3,"(W.B)ch-29 Letter u, (Book)ch-21 letter U ,Rhymes- 15 Boogie Woogie","Balloon toes up. Umbre.
 Lla Craft.","Students will be able to identify upper case letters, Learn new words with/ u/ sound ",(Book)ch-10 तीन अक्षरों के शब्द  हिन्दी कविताएँ- तीन चीजें सिखों हमनें,तीन अक्षरों के शब्द का परिचय ,तीन अक्षरों वाले शब्द की पहचान करेंगे ,Ch-27 Abacus -Read and identify 41 to 50,Number beads Emotion ,Number recognition and sequencing,Ch-9 House,room  sorting games,understanding of different types of houses 
,4,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break,Diwali break
,5,"(W.B)ch-30 Letter v,(Book)ch-22 letter V ,Rhymes- 16 Good morning Everybody ",V4 vegetable sorting. Guessing game.,"Students will be able to identify upper case letters, Learn new words with/ v/ sound ",(Book)ch-10 तीन अक्षरों के शब्द  हिन्दी कविताएँ- तीन चीजें सिखों हमनें,तीन अक्षरों के शब्द का परिचय ,तीन अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे ,Ch- 28 Float and Sink,paper boat,Identifying objects,Ch-9 House,,
"NOVEMBER 2025 
(24 DAYS)",1,"(W.B)ch-31 Letter w,(Book)ch-23 letter W ,Rhymes- 17 Early to Bed","W animals. Outdoor walk. Trace and write. The water.
 Melon song.","Students will be able to identify upper case letters, Learn new words with/ w/ sound ",(Book)ch-11 वाक्य रचना  हिन्दी कविताएँ- अच्छी सवांद शैली,तीन अक्षरों के शब्दों के वाक्यों का दोहराव,तीन अक्षरों के शब्द से बने वाक्य की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch-29 Numbers 51 to 80,Number collage,Number recognition mastery,Ch-10 People who help us,community helper puppets ,identify different community helpers and their roles 
,2,"(W.B)ch-32 Letter x,(Book)ch-24 letter X ,Rhymes- 17 Early to Bed",X marks the spot. Large-scale Tik Tak toe game.,"Students will be able to identify upper case letters, Learn new words with/ x/ sound ",(Book)ch-11 वाक्य रचना  हिन्दी कविताएँ- अच्छी सवांद शैली,तीन अक्षरों के शब्दों के वाक्यों का दोहराव,तीन अक्षरों के शब्द से बने वाक्य की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch-29 Numbers 51 to 80,Number recognition ,Number formation skills,Ch-10 People who help us,fire fighter trainer drill,understand the importance of various helpers in our daily lives
,3,"(W.B)ch-33 Letter y,(Book)ch-25 letter Y ,Rhymes- 18  stories Respect for others",Art integrated activity-Y Yarn art project.yoga warm up,"Students will be able to identify upper case letters, Learn new words with/ y/ sound ",(Book)ch-11 वाक्य रचना  हिन्दी कविताएँ- अच्छी सवांद शैली,तीन अक्षरों के शब्दों के वाक्यों का दोहराव,तीन अक्षरों के शब्द से बने वाक्य की ध्वनि का स्पष्ट उच्चारण करेंगें ,Ch-30 Numbers 81 to 100,Counting sequence ,Sequence proficiency,Ch-11 Animals ," Name of pet animal, Name of water animal.",identify different types of animals
,4,"(W.B)ch-34 Letter z ,(Book)ch-26 letter Z ,Rhymes- 18  stories Respect for others",zoo animals movement game animals sound,"Students will be able to identify upper case letters, Learn new words with/ z/ sound ",(Book)ch-12 चार अक्षरों के शब्द  हिन्दी कविताएँ- माँ की सहायता,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की पहचान करेंगें ,Ch-30 Numbers 81 to 100,Number song ,Counting competency,Ch-11 Animals ,animal sorting games,recognize the young ones of animals
,5,"(W.B)ch-35 Letter Recap u to z ,(Book)ch-27 letter Fun time ,Rhymes- 19  stories Being Grateful",zoo animals movement game animals sound,Students will be able to identify upper case letters ,(Book)ch-12 चार अक्षरों के शब्द  हिन्दी कविताएँ- माँ की सहायता,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे  ,Ch-31 Days of the week,7 DAYS wheel,Daily routine awareness,Ch-12 Birds,bird feather exploration ,develop fine motor skills through activities such as nest building 
"DECEMBER 2025
(21 DAYS)",1,"(W.B)ch-36 Letter Let's Practice a to z,(Book)ch-28 letter Practice time,Rhymes- 19  stories Being Grateful",art integrated activities-zebra stripes,Students will be able to identify upper case letters ,(Book)ch-12 चार अक्षरों के शब्द  हिन्दी कविताएँ- माँ की सहायता,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे  ,Ch-31 Days of the week,Story telling ,Cognitive skills,Ch-12 Birds,bird sound game ,recognize and identify different types of birds
,2,"(W.B)ch-37 Letter (s-a-t-i-p-n) ,(Book)ch-29 letter Sounds(s-a-t-p-i-n),Rhymes- 20  A visit to kerela ","letter sound bingo,letter sound freeze dance","Students will be able to identify upper case letters, Students will demonstrate the ability to identify words that begin with each of these letters sounds",(Book)ch-12 वाक्य रचना  हिन्दी कविताएँ- पुनः दोहराव,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे  ,Ch-31 Days of the week,Rhyme time,Cultural awareness,Ch-13 Insects,insect sorting,understand that insects come in various shapes and sizes 
,3,"(W.B)ch-37 Letter (s-a-t-i-p-n) ,(Book)ch-29 letter Sounds(s-a-t-p-i-n),Rhymes- 20  A visit to kerela ",word family hunt repeatition and practice,"Students will be able to identify upper case letters  , Students will engage in activities that require critical thinking, such as identifying objects.That start with specific letter sounds",(Book)ch-12 वाक्य रचना  हिन्दी कविताएँ- पुनः दोहराव,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे  ,Ch-31 Days of the week,Rhyme time ,Social interaction,Ch-13 Insects,insects movement ,identification and recognition 
,4,"(W.B)ch-38 Letter (c-k-e-h-r) ,(Book)ch-30 letter Sounds(c-k-e-h-r),Rhymes- 20  A visit to kerela ",word family hunt repeatition and practice,"Students will be able to identify upper case letters , Students will practice social skills such as cooperation and turn taking during group activities and games",(Book)ch-12 वाक्य रचना  हिन्दी कविताएँ- पुनः दोहराव,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की पहचान करेंगें ,Ch-32 Months of the year,month name song,Identify and name the twelve months,Ch -14 Transport ,show and tell ,knowledge of different modes of transport 
,5,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break
"JANUARY 2026
 (14 DAYS)",1,Winter Vacation ,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break
,2,Winter Vacation ,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break
,3,"(W.B)ch-38 Letter (c-k-e-h-r) ,(Book)ch-30 letter Sounds(c-k-e-h-r),Rhymes- 20  A visit to kerela ",word family hunt repeatition and practice,"Students will be able to speak two letters word , Students will expand their vocabulary by learning new verse.That starts with the target letter sound",(Book)ch-13 आओ अभ्यास करें ,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की पहचान करेंगें ,Ch-32 Months of the year,Matching in worksheet,Understand the concept of a year,Ch -14 Transport ,sorting games,basic safety awareness 
,4,"(W.B)ch-38 Letter (c-k-e-h-r) ,(Book)ch-30 letter Sounds(c-k-e-h-r),Rhymes- 20  A visit to kerela ","letter sound bingo,letter sound freeze dance","Students will be able to make coordination between three letters word, Students will practice segmenting words into individual Sounds and blending Sounds to from words.",(Book)ch-13 आओ अभ्यास करें ,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों वाले शब्द की ध्वनि का स्पष्ट उच्चारण करेंगे  ,Ch-32 Months of the year,months walk,Develop fine motor skills,Ch-15 Communication,charades,identify and differentiate between different modes of communication verbal and non verbal 
,5,"(W.B)ch-39 Letter (m-d-g-o) ,(Book)ch-31 letter Sounds(m-d-g-o),Rhymes- Rivision of previous poems ","letter sound bingo,letter sound freeze dance",Students will be able to speak two letters word Students will develop phonemic awareness by isolating And identify the initial sound in the words.,(Book)ch-13 आओ अभ्यास करें ,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों के शब्द से बने वाक्य की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch-32 Months of the year,Matching in worksheet,Increase vocabulary,Ch-15 Communication,create a telephone ,recognize different means of communication 
"FEBRUARY 2026
 (24 DAYS)",1,"(W.B)ch-39 Letter (m-d-g-o) ,(Book)ch-31 letter Sounds(m-d-g-o),Rhymes- Rivision of previous poems ",word family hunt repeatition and practice,"Students will be able to make coordination between three letters word, Students will demonstrate the ability to identify words that begin with each of these letter sounds.",(Book)ch-14 खेल-खेल में,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों के शब्द से बने वाक्य की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch- 33 Number names 1 to 20,Number name scavenger hunt,Numerical representation,Ch-16 Water ,water play and exploration ,understand the concept of water as a liquid 
,2,"(W.B)ch-40 Letter (l-f-b-q-u) ,(Book)ch-32 letter Sounds(l-f-b-q-u),Rhymes- Rivision of previous poems ",word family hunt repeatition and practice,"Students will be able to speak two letters word, Students will show progress in decoding and reading simple words that contain the target letter words.",(Book)ch-14 खेल-खेल में,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों के शब्द से बने वाक्य की लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे ,Ch- 33 Number names 1 to 20,Glass stand,Language development,Ch-16 Water ,experimenting with ice and water,developing observational skills by predicting and testing which object will float and sink in water
,3,"(W.B)ch-40 Letter (l-f-b-q-u) ,(Book)ch-32 letter Sounds(l-f-b-q-u),Rhymes- Rivision of previous poems ","letter sound bingo,letter sound freeze dance","Students will be able to make coordination between three letters word, Students will develop self confidence as they successfully identify and pronounce words that with the target later sounds",(Book)ch-14 खेल-खेल में,कहानी के माध्यम से चार अक्षरों वाले शब्दों का निर्माण ,चार अक्षरों के शब्द से बने वाक्य की ध्वनि का स्पष्ट उच्चारण करेंगें ,Ch- 33 Number names 1 to 20,Number name 0 to 10,Problem solving,Ch - 17 Air ,bubble experiment ,recognize that the air is essential for life and various activities 
