DALMIA VIDYA MANDIR CHIRAWA,,,,,,,,,,,,,
CURRICULUM TEACHING PLANNING -2025-26,,,,,,,,,,,,,
SPLIT UP OF YEARLY SYLLABUS CLASS UKG II ACADEMIC YEAR -2025-26,,,,,,,,,,,,,
,5,Ch-6 Short Vowel-/o/,/o/ family activities ,Students will be able to use context clues and word recognition strategies to understand the meaning of words with the short vowel 'o' sound in context.,पाठ -5 'इ' की मात्रा कविता -5 हंसकर बोलो,"पढना ,लिखना ,रंग भरना",श्रुतिलेख में सक्षम |,"Ch13 Numbers 41 to 50, Ch14 Let us Practice 31 to 50",count the objects,"Students will be able to understand basic numbers concepts such as more than, less than and equal to.",Ch-5 Felling and Emotion,"By looking at the emoji,  will give you information about its expressions",students will develop their sensory skill by exploring the texture
"JULY 2025 
(27 DAYS)",1,"Ch-7 Short Vowel-/u/, Poem-6 The Grandma's Glasses",find the correct word ,"Students will be able to begin incorporate words with the short vowel 'u' sound into early writing activities, such as spellings and forming simple sentences.",पाठ -6 'ई' की मात्रा  कविता -6 चना किसने बोया रे,व्यंजन पर  इ  मात्रा लगाना,मात्रा की पहचान करने में सक्षम,"Ch15 Backward Counting 50 to 31, Ch16 Before, After and Between 31 to 50",numbers on caterpillar ,Students will be able to recognize pattern in number sequences in both ascending and descending order,Ch-5 Felling and Emotion,"By looking at the emoji,  will give you information about its expressions",engage in creative expression and fine motor skill development
,2,Ch-8 Long Vowel -/a/,Jake the baker,Students will be able to engage in multisensory learning experiences to reinforce understanding and mastery of the long vowel 'a' sound.,पाठ -6 'ई' की मात्रा  ,शब्दों का सही उच्चारण करना।,मात्र की पहचान कर शब्दों का सही उच्चारण करने में  सक्षम,"Ch17 Number Names 1 to 20, Ch18 Patterns",reciting number names,Students will be able to recognise and extend simple number patterns.,Ch-6 Plant and trees ,planting in school Garden,developing observation skills
,3,Ch-9 Long vowel - /e/ and /ee/,Joyful Pete,Students will be able to reflect on progress and demonstrate confidence in recognising and using  words with the long vowel 'e' and 'ee' sound in both spoken an written language., पाठ -7 'उ' की मात्रा  कविता -7 पेड़ लगाओ,शब्द का चित्र से मिलान,नए शब्द सीखेंगे,Ch19 Days of the Week,Days song,Students will be able to recognize and name each day of the week in correct sequence.,Ch-6 Plant and trees ,Draw plant and Trees in drawing book,promoting responsible behaviour
,4,"Ch-9 Long vowel /e/ and /ee/, Poem-7 If you are Happy and You Know it",Deena in the park ,Students will be able to identify and name words containing the long vowel 'e' and 'ee' sound accurately., पाठ -7 'उ' की मात्रा  कविता -7 पेड़ लगाओ,शब्दों को लिखना है उनका सही उच्चारण करेंगे।,उ की मात्रा के शब्द शब्दों को पढ़ना लिखना सीखेंगे,"Ch20 Place value, Ch21 Let Us Practice 1 to 50",using matchsticks ,Students will be able to understand that digits are used to make different numbers.,Ch-7 Food ,will tell the names of healthy and unhealthy foods,will able to understanding of different food group
,5,Ch-10 Long vowel- /i/ and /o/,Mike and his bike,Students will be able to demonstrate the ability to distinguish between words with the long vowel 'i' and 'o' sound and those without., पाठ -7 'उ' की मात्रा  ,चित्र में रंग भरेंगे।,शब्दों का स्पष्ट उच्चारण सीखेंगे।,Ch22 Number Names 21 to 30,Numbers on abacus,Students will be able to count orally from 21 to 30 accurately and sequentially.,Ch-7 Food ,will tell the names of healthy and unhealthy foods,healthy eating habits
"AUGUST 2025 
(23 DAYS)",1,Ch-10 Long vowel- /i/ and /o/,Home sweet home,Students will be able to pronounce words with the long vowel 'i' and 'o' sound clearly and fluently.,पाठ -8 ऊ  की मात्रा कविता - 8 घर बनाएंगे प्यारा,शब्द का समान शब्दसे मिलान करेंगे,शब्दों को पढ़ने के अभ्यास में रुचि लेंगे।,Ch23 Number names 31 to 40,Numbers on abacus,Students will be able to count orally from 31 to 40 accurately and sequentially.,Ch-8 Clean and healthy ,"will tell 2,3 healthy habits with your friends ",health and welding
,2,"Ch-11 Long vowel -/oo/ and /u/, Poem-8 Farmer Plants the seeds",Brook the cook,Students will be able to decide and read simple words with the long vowel 'oo' and 'u' sound sound independently.,पाठ -8 ऊ  की मात्रा कविता - 8 घर बनाएंगे प्यारा,पढ़ कर शब्द लिखेंगे ।,शब्दों को पढ़कर लिखने की आदत कोअपनाएंगे,Ch24 Number names 41 to 50,Numbers on abacus,Students will be able to count orally from 41 to 50 accurately and sequentially.,Ch-8 Clean and healthy ,hand washing session,understand of the important of personal hygiene practice such as handwashing
,3,Ch-11 Long vowel -/oo/ and /u/,Cute mouse,Students will be able to recognize and generate rhyming words with the long vowel 'oo' and 'u' sound.,पाठ -8 ऊ  की मात्रा ,प्रारंभिक ध्वनियों का संबंध,ध्यानपूर्वक सुनकर मात्रा का ज्ञान बताने में सक्षम ,Ch25 Even and Odd numbers,sort and write,Students will be able to distinguish between even and odd numbers based on their divisibility by 2.,Ch-9 Shelter ,build a house activity,recognise and differentiate between Kutch and pakka shelter 
,4,"Ch12 /igh/ Sounds, Ch13 Digraphs and Diphthongs",Magical sight,Students will be able to recognize and generate rhyming words with the 'igh' sound words.,पाठ -9 ऋ की मात्रा कविता-9 मदारी,शब्दावली निर्माण,शब्दों को लिखने पढ़ने में सक्षम,Ch26 Numbers and Number Names 51 to 60,Numbers on abacus,Students will be able to count orally from 51 to 60 accurately and sequentially.,Ch-9 Shelter ,kaccha vs pucca shorting game,develop skills in classify and shorting clothing item based on various attributes such as colour
,5,"Ch13 Digraphs and Diphthongs, Ch14 Digraphs and Diphthongs /ai/ and /ay/, Poem-9 Food Makes You Big.",Playful Daisy,Students will be able to apply knowledge of word families containing the 'ai' and 'ay' sound words to expand vocabulary and reading fluency.,पाठ -9 ऋ की मात्रा कविता-9 मदारी,पठान अभ्यास,शुद्ध उच्चारण करने में सक्षम,Ch27 Numbers and Number names 61 to 70,Numbers on abacus,Students will be able to count orally from 61 to 70 accurately and sequentially.,Ch-10 Clothes ,dressing up game,students will hands there find motor skills by engaging in activities such as drawing colouring and creating art 
"SEPTEMBER 2025
(21 DAYS)",1,"Ch15 Digraphs and Diphthongs - /ee/ and /ea/, Ch16 Digraphs and Diphthongs - /y/, /ie/ and /igh/",The Queen and Neat,Students will be able to use context clues to comprehend the meaning of words with the 'ai' and 'ay' sound words in sentences and texts.,पाठ -9 ऋ की मात्रा कविता-9 मदारी,ऋ की ध्वनि का स्पष्ट उच्चारण करेंगे,शब्दों का सही उच्चारण  करने में सक्षम,"Ch28 All about the Measurements, Ch29 Ordinal Numbers 1 to 10",Train Train,Students will be able to differentiate between long and short objects. students will be able to compare the positions of objects and understand the concept of before and after in a sequence.,Ch-10 Clothes ,fashion show,recognise and differentiate between the uniforms and tools used by different communicate the helpers
,2,"Ch17 Digraphs and Diphthongs - /ou/ and /ow/, Ch18 Digraphs and Diphthongs - /ue/ and /ew/, Poem-10 Cleaning Day",In a brown house,Students will be able to spell words with the 'ue' and 'ew' sound words accuralety in written language activities,पाठ -10 ए की मात्रा कविता- 10 बागों में जब फूल खिले फूल खिले,ए की ध्वनि से संबंध जोड़ना,चित्रों को देखकर शुरुआती ध्वनि  संबंध की पहचान कर मात्रा का ज्ञान करेंगे,Ch30 Months of the Year,name of months game,Students will be able to understand the sequential order of months from Jan to dec.,Ch-11 Seasons ,seasonal show and tell,through discussion story and activities
,3,"Ch19 Digraphs and Diphthongs - /aw/ and /au/, Ch20 Digraphs and Diphthongs - /oi/ and /oy/",A fawn's stories,"Students will be able to engage activities, songs or games that reinforce understanding and mastery of the 'aw' and 'au' sound words.",पाठ -10 ए की मात्रा कविता- 10 बागों में जब फूल खिले फूल खिले,ऐ की मात्रा से शुरू होने वाले नए शब्द सीखेंगे,शब्दों का उच्चारण करने में सक्षम,Ch31 Numbers and Number Names 71 to 80,Numbers on abacus,Students will be able to demonstrate the ability to write numbers.,Ch-11 Seasons ,seasonal natural walk,including changes in weather nature and activities associate with each session
,4,"Ch21 Consonant Digraphs - /sh/, /ch/ and /ph/, Ch22 Consonant Digraphs - /wh/, /ck/ and /ng/, Poem-11 My Little House",Sheenu's photo,"Students will be able to demonstrate confidence and enthusiasm in using words with the 'sh', 'ch' and 'ph' sound words in both spoken and written communication.",पाठ -10 ए की मात्रा ,दौरान कार्य,ज्ञान में वृद्धि होना,Ch32 Numbers and Numbers Names 81 to 90,Numbers on abacus,Students will be able to recognize and identify numbers in various situations.,Ch-12 People who help us ,Introduction ,identify and name different community helpers and their roles 
,5,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break,Dusshera Break
"OCTOBER 2025 
(19 DAYS)",1,"Ch23 Consonant Digraphs - /th/, Ch24 Floss Rule, Poem-12 Friends",Three little teeth,Students will be able to recognize and differentiate between words that contain the 'th' sound words and those that do not.,पाठ -10 ए की मात्रा ,दौरान कार्य,ज्ञान में वृद्धि होना,Ch33 Let Us Practice 51 to 90,missing numbers,"Students will be able to understand basic numbers concepts such as more than, less than, and equal to.",Ch-13 Neighbourhood ,production to neighbourhood,enhanced observation skills
,2,Ch25 Beginning Blending Sound,Magical flute ,"Students will be able to practice pronouncing words with the beginning blending - 'l', 'r' and 's' sound words accurately and clearly. ",पाठ -11 ऐ की मात्रा कविता -11जंगल में निकले दो भालू,दौरान कार्य,ज्ञान में वृद्धि होना,Ch34 Backward Counting 90 to 51,hopscotch ,Students will be able to understand the concept of reverse numerical order and its application in counting.,Ch-14 Animals ,preparation picture card of animals,knowledge of animal life cycle
,3,"Ch26 Ending Blending Sound, Poem-13 Friends, Friends 123",A kind elephant ,"Students will be able to demonstrate the ability to decide and read simple words containing the ending blending - 'lk', 'rk' and 'sk' sound words",पाठ -11 ऐ की मात्रा कविता -11जंगल में निकले दो भालू,लेखन प्रक्रियाओं का पालन करते हुए उसे लिखेंगे,कहानी सुनाएंगे,"Ch35 Before, After and Between 51 to 90",number hunt ,Students will be able to recognize pattern in number sequences in both ascending and descending order,Ch-14 Animals ,animal shorting game ,creative expression and imagination
,4,Diwali break,Diwali break,Diwali break,Dusshera Break,Dusshera Break,Dusshera Break,Diwali break,Diwali break,Diwali break,Ch-15 Birds ,introduction to Bird,birds identification and recognition
,5,"Ch27 Use of Article 'a', Ch28 Use of Article 'an', Ch29 Use of Article 'the', Poem-14 Clothing Sing for Kids",story building ,"Students will be able to recognize the articles 'a', 'an' and 'the' when presented with words or pictures ",पाठ -12 ओ की मात्रा कविता -12 चिड़िया मां,ओ ध्वनि से संबंध जोड़ेंगे,समूह एकाग्रता स्तर,Ch36 Ascending and Descending Order 51 to 90,find the snail,Students will be able to recognize pattern in number sequences in both ascending and descending order,Ch-15 Birds ,exploration of bird sounds,knowledge of bird Antomy
"NOVEMBER 2025 
(24 DAYS)",1,"Ch28 One and many, Ch29 Rhyming words", create pairs,"Students will be able to understand that singular nouns refer to one object, while plural nouns refer to more than one object.",पाठ -12 ओ की मात्रा,औ ध्वनि को ध्यानपूर्वक सुन मात्रा बताएंगे,मात्र की पहचान करने में सक्षम होंगे,Ch37 Tell Me the Time,make watch,Students will be able to associate activities with specific times of the day.,Ch-16 Insects ,identification of observation,insects identification and recognisation
,2,"Ch32 Use of 'this', Ch33 Use of 'that', Ch34 Use of 'this' and 'that', Poem-15 How's the Weather?",look and tell,"Students will be able to understand the concept of demonstartive pronouns as words used to point out specific people, places or things in relation to the speaker.",पाठ -13 औ की मात्रा कविता -तेरा मोटर चलाओ भाई मोटर चलाओ,पठन लेखन अभ्यास,ध्यानपूर्वक सुनकर लिखने में सक्षम,Ch38 Numbers and Number names 91 to 100,Numbers on abacus,Students will be able to count orally from 91 to 100 accurately and sequentially.,Ch-16 Insects ,engagement in hands on activitie make lady Bird ,enhanced observation skills
,3,"Ch35 Use of 'this' and 'these' Ch36 Use of 'that' and 'those', Poem-16 Rat-a-Tat-Tat",look and tell,Students will be able to use 'this' and 'that' for singular and 'these' and 'those' for plural nouns.,पाठ -13 औ की मात्रा कविता -तेरा मोटर चलाओ भाई मोटर चलाओ,प्रारंभिक ध्वनियों का संबंध सीखेंगे,शब्दों को लिखने पढ़ने में सक्षम,Ch39 Let Us Practice 91 to 100,kite in the air,"Students will be able to understand basic number concepts such as more than, less than, and equal to.",Ch-17 Transport ,introduction to transportation,transportation knowledge and safety awareness
,4,"Ch37 Use of 'these' and 'those', Poem-17 My Garden",look and tell,"Students will be able to grasp the idea that 'this' and 'these' refer to objects close to the speaker, while 'that' and 'those' refer to objects farther away.","पाठ -14 अं की मात्रा , कविता 14 सड़क",ध्वनि को ध्यान पूर्वक सुन शब्दों काशब्दों का निर्माण करेंगे,ध्वनि का स्पष्ट उच्चारण करेंगे,Ch40 Money,make play money,Students will be able to identify and differentiate between various coins and bills.,Ch-17 Transport ,draw transport pictures,understanding of vehicle parts and functions
,5,"Ch38 Prepositions: 'on' and 'in', Ch39 Prepositions: 'under' and 'behind', Poem-18 Old MacDonald had a Farm",reciting poem ,"Students will be able to identify and explain the meaning of the preposition 'on' , 'in' 'unde' and 'behind' in spoken language and simple texts.",पाठ -14 अं की मात्रा ,प्रारंभिक ध्वनि से शुरू होने वाले शब्द सीकर अपने शब्दावली बढ़ाएंगे,ध्वनि के संबंध को समझेंगे पठान कार्य लिखित कार्य में सक्षम होंगे,Ch41 Addition ,counting beads,Students will be able to recognise that addition means combining two or more groups to find the total.,Ch-17 Transport ,sing song,adoption of safe transportation practices 
"DECEMBER 2025
(21 DAYS)",1,"Ch40 Actions words (Verbs), Ch41 Action Words - Add 'ing', Poem-19 The Ants go Marching",Do and I say,Students will be able to know the concept of preposition ,पाठ -15 अ: की मात्रा कविता 15 सूरज भैया,क्रियाकलाप में भागलेंगे,मात्र की पहचान करने में सक्षम,Ch41 Addition ,counting sticks,Students will be able to understand that addition is a way to find the sum of quantities.,Ch-18 Modes of communication,exploration of different communication mediums,recognization of communication mediums
,2,"Ch42 'Yes' or 'No', Poem-20 Wheels on the Bus...",simon days,Students will be able to tell action words.,"पाठ- 16  (ँ)   की मात्रा, कविता- 16 सजगता का महत्व",शब्दों का सही उच्चारण करेंगे,शब्दों का शुद्ध उच्चारण सीखेंगे,Ch42 Subtraction ,counting beads,Students will be able to recognise that subtraction means taking away or removing objects from a group.,Ch-18 mode of Communication ,practice communications skills,understanding of communication purpose
,3,"Ch43  Sentences, Poem-21 Blue Neptune ",flipbooks,Students will be able to read complete sentences and reply with yes or no.,पाठ -17 र- पदेन  की मात्रा  कविता -17 साथी का साथ,मौखिक लिखित कार्य का अभ्यास,नए शब्द सीखेंगे,Ch42 Subtraction ,counting strokes,Students will be able to understand that subtraction helps find out how many are left after some are taken away.,Ch-18 Mode of Communication ,increment of collaboration and expression,engagement with modern communication tools
,4,"Ch43  Sentences, Poem-22 Ring Christmas Bells",flipbooks,Students will be able to read complete sentences and reply with yes or no.,पाठ -17 र- पदेन  की मात्रा ,चित्र में रंग भरना शुद्ध शब्द लिखना,लेखन प्रक्रिया का पालन करते हुए लिखने में सक्षम होंगे,Ch43 Addition and Subtraction ,fill pink squares,Students will be able to recognise the concept of tens and ones 2-digit numbers.,Ch-19 Planets and Starts,planet and star identification,understanding of plants and starts
,5,Winter break,Winter break,Winter break,शीतकालीन अवकाश,शीतकालीन अवकाश,शीतकालीन अवकाश,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break
"JANUARY 2026
 (14 DAYS)",1,Winter break,Winter break,Winter break,शीतकालीन अवकाश,शीतकालीन अवकाश,शीतकालीन अवकाश,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break
,2,Winter break,Winter break,Winter break,शीतकालीन अवकाश,शीतकालीन अवकाश,शीतकालीन अवकाश,Winter break,Winter break,Winter break,Winter break,Winter break,Winter break
,3,"Ch-44 Picture Talk, Poem-23 Happy Birthday Song",frame a story,Students will be able to frame a new story.," पाठ -18 रेफ( ,र्र) की मात्रा कविता 18 रक्षाबंधन",लिखने पढ़ने का अभ्यास,मात्राओं के ज्ञान में सक्षम होंगे,Ch43 Addition and Subtraction ,fil in pink squares ,Students will be able to learn add and subtract 2- digit numbers without regrouping or borrowing.,Ch-20 Computer ,understanding parts functions,understanding of component functions
,4,"Ch45 Comprehension, Story-1 Kindness to Animals",predicting,Students will be able to choose right answers. ,पाठ -19 आधे अक्षर वाले शब्द,कहानी लिखित अभ्यास,पढ़ने के कौशल में संपूर्ण होंगे,Ch44 Data Handling ,messy almirah,Students will be able to collect data from everyday objects and activities.,Ch-21 Materials ,materials identification activity,material recognition and naming
,5,"Ch-45 Comprehension, Story-2 Diya's Wheel",predicting,Students will be able to choose right answers. ,पाठ -20 जैसे को तैसा,चित्र में रंग भरना वाक्य लिखना,रंगीन चित्र बनाना रंग भरना सीखेंगे,Ch45 Skip Counting ,skip hopscotch,Students will be able to recognize skip counting by multiples of a number.,Ch-21 Materials,hands on activity,understanding material properties
"FEBRUARY 2026
 (24 DAYS)",1,"Ch - 46 Nouns, Story-3 Taking Responsibility ",noun pictionary,Students will be able to recognize common and proper noun.,पाठ -21  धोबी का गधा,शब्दों को शुद्ध लिखना सही उच्चारण करना,संस्कृति  से संबंध जोड़ेंगे ,Ch46 Mental Math ,mental math,Students will be able to solve story problems,Ch-22 festival and celebrations,introduction to festivals and symbols,cultural appreciation
,2,"Ch - 46 Nouns, Story-4 Patience and Friendship",unscramble the noun,Students will be able to recognize common and proper noun.,पाठ -22 बारहखड़ी,शब्दों को ध्यानपूर्वक सुनकर सही लिखना,हिंदी भाषा कौशल सीखेंगे,Ch47 Recap 1 to 100,snake and ladder ,Students will be able to recapitulate 1 to 100 numbers.,Ch-22 festival and celebrations,exploration of festive traditions,understanding of festive traditions
,3,Revision of annual exam ,Revision of annual exam ,Revision of annual exam ,पुनरावत्ति वार्षिक परीक्षा ,पुनरावत्ति वार्षिक परीक्षा ,पुनरावत्ति वार्षिक परीक्षा ,Revision,Revision ,Revision of annual exam ,Revision ,Revision ,Revision 
,4,Revision of annual exam ,Revision of annual exam ,Revision of annual exam ,पुनरावत्ति वार्षिक परीक्षा ,पुनरावत्ति वार्षिक परीक्षा ,पुनरावत्ति वार्षिक परीक्षा ,Revision ,Revision ,Revision of annual exam ,Revision ,Revision ,Revision 
"MARCH 2026
 (23 DAYS)",1,Annual exams,Annual exams,Annual exams,वार्षिक परीक्षा,वार्षिक परीक्षा,वार्षिक परीक्षा,Revision ,Revision ,Annual exams,Revision ,Revision ,Revision 
,2,Annual exams,Annual exams,Annual exams,वार्षिक परीक्षा,वार्षिक परीक्षा,वार्षिक परीक्षा,Revision ,Revision ,Annual exams,Revision ,Revision ,Revision 
,3,Annual exams,Annual exams,Annual exams,वार्षिक परीक्षा,वार्षिक परीक्षा,वार्षिक परीक्षा,Revision ,Revision ,Annual exams,Revision ,Revision ,Revision 
,4,Annual exams,Annual exams,Annual exams,वार्षिक परीक्षा,वार्षिक परीक्षा,वार्षिक परीक्षा,Revision ,Revision ,Annual exams,Revision ,Revision ,Revision 
,5,Annual exams,Annual exams,Annual exams,वार्षिक परीक्षा,वार्षिक परीक्षा,वार्षिक परीक्षा,Revision ,Revision ,Annual exams,Revision ,Revision ,Revision 
