DALMIA VIDYA MANDIR CHIRAWA,,,,,,,,,,,,,,,,,,,,,,
CURRICULUM TEACHING PLANNING -2025-26,,,,,,,,,,,,,,,,,,,,,,
SPLIT UP OF YEARLY SYLLABUS CLASS IX ACADEMIC YEAR -2025-26,,,,,,,,,,,,,,,,,,,,,,
SUBJECT →,,ENGLISH,,,MATHEMATICS,,,HINDI,,,SCIENCE,,,SOCIAL SCIENCE,,,SANSKRIT,,,AI,,
,4,SUMMER VACATION ,,,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION,SUMMER VACATION,,SUMMER VACATION,SUMMER VACATION,SUMMER VACATION,,,,SUMMER VACATION ,,
,5,SUMMER VACATION ,,,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION,SUMMER VACATION,,SUMMER VACATION,SUMMER VACATION,SUMMER VACATION,,,,SUMMER VACATION ,,
"JUNE-2025
 (15 DAYS)",1,SUMMER VACATION ,,,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION,SUMMER VACATION,,SUMMER VACATION,SUMMER VACATION,SUMMER VACATION,,,,SUMMER VACATION ,,
,2,SUMMER VACATION ,,,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION,SUMMER VACATION,,SUMMER VACATION,SUMMER VACATION,SUMMER VACATION,,,,SUMMER VACATION ,,
,3,SUMMER VACATION ,,,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION ,SUMMER VACATION,SUMMER VACATION,,SUMMER VACATION,SUMMER VACATION,SUMMER VACATION,,,,SUMMER VACATION ,,
,4,"The Snake and the Mirror, Tenses ",EXPLANATION AND DISCUSSION ,"To understand the characters of
the story.
· To face the adversity of the
practical life.",Ch -4 Linear equation in two variables ,Practice and discussion ,able to solve sums related to topic.,व्याकरण - अलंकार ,"अलंकार की परिभाषा, भेद और उदाहरण करवाना।",विद्यार्थी अलंकार की परिभाषा भेद और उदाहरण बता सकेंगे।,MOTION,SUBJECT-ENRICHMENT ACTIVITIES OF RELATED TOPICS,"Understand the concepts of motion and forces to analyze everyday phenomena (e.g., cars accelerating, falling objects).",Physical features of India,A PRESENTATION ON PHYSICAL FEATURES/MAP ACTIVITY,"The students will be able to understand the concept of physical features of india like mountains,river,plain areas etc.",prqFkZikB%& lqwfDrekSfDrde~ ]iape% ikB% &HkzkUrks cky% ¼vUrss fnols dFkkys[kue~½ xhrksins'k%,vFkZZdj.ke~ ]vU;dFkklap;ua pA,foosdsu Lothoua thforO;fefrA,Entrepreneurial Skills-I,Entrepreneur Traits,Understand entrepreneurship
,5,"My Childhood, Iswaran the Storyteller, Paragragh writing",EXPLANATION AND DISCUSSION ,"To inculcate qualities and
values like communal harmony,
determination and perseverance",Ch -4 Linear equation in two variables ,Practice and discussion ,able to solve sums related to topic.,"व्याकरण - शब्द निर्माण ( उपसर्ग, प्रत्यय)","उपसर्ग और प्रत्यय की परिभाषा, भेद और उदाहरण करवाना ","विद्यार्थी उपसर्ग और प्रत्यय की परिभाषा, भेद और उदाहरण बता सकेंगे।",MOTION,SUBJECT-ENRICHMENT ACTIVITIES OF RELATED TOPICS,"Understand the concepts of motion and forces to analyze everyday phenomena (e.g., cars accelerating, falling objects).",Physical features of India,A PRESENTATION ON PHYSICAL FEATURES/MAP ACTIVITY,"The students will be able to understand the concept of physical features of india like mountains,river,plain areas etc.",prqFkZikB%& lqwfDrekSfDrde~ ]iape% ikB% &HkzkUrks cky% ¼vUrss fnols dFkkys[kue~½xhrksins'k%,vFkZZdj.ke~ ]vU;dFkklap;ua pA,foosdsu Lothoua thforO;fefrA,Green Skills-I,Green Habits,Adopt eco-friendly practices
"JULY 2025 
(27 DAYS)",1,"No Men Are Foreign, In the kingdom of fools
",EXPLANATION AND DISCUSSION ,"To inculcate the values of care
and concern for others.
· War is the wastage of
resources.",Ch-5 Euclid's Geometry ,Practice and discussion ,able to solve sums related to topic.,कृतिका - इस जल प्रलय में ,"पाठ परिचय, शब्दार्थ, भावार्थ और प्रश्नोत्तर करवाना।",विद्यार्थी पाठ्य पुस्तक के प्रश्नोत्तर बता सकेंगे।,MOTION,SUBJECT-ENRICHMENT ACTIVITIES OF RELATED TOPICS,"Understand the concepts of motion and forces to analyze everyday phenomena (e.g., cars accelerating, falling objects).",People as resource,GRAPH ANALYSIS/DEBATE,The students will be able to understand about all of assets why people are best assets ,vuqoknizdj.ka ]leklizdj.ka¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%,okD;fuekZ.ksu v'kqf}ukeikdj.ka 'kq}ys[kua leL;klek/kkua pA,"/kkrq:ikf.k & ijLeSinh iapydkjs""kq",AI Reflection,LUIS Demo and Games,Identify AI and applications
,2,"The Happy Prince, On killing a tree",EXPLANATION AND DISCUSSION ,"Students will understand the importance of kindness, love, and selfless giving. Recognize how true happiness lies not in luxury but in serving others.

",Ch-6 Lines and angles ,Practice and discussion ,able to solve sums related to topic.,गद्य खण्ड - उपभोक्तावाद की संस्कृति ,लेखक परिचय और पाठ परिचय करवाना और भावार्थ तथा प्रश्नोत्तर करवाना।,विद्यार्थी पाठ के प्रश्नों के उत्तर दे सकेंगे।,MOTION,SUBJECT-ENRICHMENT ACTIVITIES OF RELATED TOPICS,,Drainage,MAP ACTIVITY/GROUP DISCUSSION,the students will be able to understand about drainage system of India specially river's flowing direction and origin ,"""k""Ve% ikB% &ykSgrqyk¼vUrss fnols vFkZokpue~½xhrksins'k%",lLojokpua]IkkBkFkZ%] Nk=S% iBua ]vH;kl dk;ZZZa pA,"lqlaLdkjk.kka chtkjksi.ksu lg tkx:drk Hkfo"";frA",AI Project Cycle,Understanding Project Steps,Understand AI project steps
,3,", Reported speech",EXPLANATION AND DISCUSSION ,able to attempt exercises of reported speech,Ch-6 Lines and angles ,Practice and discussion ,able to solve sums related to topic.,व्याकरण - वाक्य भेद ,"वाक्य की परिभाषा, भेद और उदाहरण करवाना।","विद्यार्थी वाक्य की परिभाषा, भेद और उदाहरण बता सकेंगे।",REVISION FOR PT-1,"ORAL TEST,WRITTEN TEST,DISCUSSION",FOR ACHIEVING HIGH GRADES,Constitutional Design,TALK SHOW/ROLE PLAY/PROJECT WORK,"the students will be able to understand about constitution of India, features and Preamble also ",milxkZ% dr`ZokP;e~¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%,lLojokpua]IkkBkFkZ%] Nk=S% iBua ]vH;kl dk;ZZZa pA,"lqlaLdkjk.kka chtkjksi.ksu lg tkx:drk Hkfo"";frA",AI Project Cycle,Problem Scoping Canvas,Define problems clearly
,4,Revision for PT-1 Exam,,,Revision for PT-1 Exam,Practice and discussion ,able to solve sums related to topic.,व्याकरण - समास ,"समास की परिभाषा, भेद, भेदों की परिभाषा और उदाहरण करवाना।",विद्यार्थी समास को समझ सकेंगे और प्रश्नो के उत्तर दे सकेंगे।,REVISION FOR PT-1,"ORAL TEST,WRITTEN TEST,DISCUSSION",FOR ACHIEVING HIGH GRADES,Socialism in Europe $ French Revolution,SLOGAN WRITING/WORD SEARCH,"the students will be able to understand about Russian revolution and social revolution ,rolle of Marx and Stalin, Lenin also ",lIre% ikB%&fldrklsrq% ¼vUrss fnols dFkkys[kue~½xhrksins'k%,okpukH;kl% ]IkkBkFkZ%] Nk=S% iBua ]vH;kl dk;ZZZa pA,"foHkhf""kdklUnHksZ Kkuo/kuZfefrA",Revision for PT-1 Exam,,
,5,Revision for PT-1 Exam,,,Revision for PT-1 Exam,Practice and discussion ,able to solve sums related to topic.,Revision for PT-1 Exam,Revision for PT-1 Exam,Revision for PT-1 Exam,,,,Socialism in Europe $ French Revolution,SLOGAN WRITING/WORD SEARCH,"the students will be able to understand about Russian revolution and social revolution ,rolle of Marx and Stalin, Lenin also ",vuqokn]okP;ifjorZua ¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%,okD;fuekZ.ksu v'kqf}ukeikdj.ka 'kq}ys[kua leL;klek/kkua pA,okP;kuka Kkuo/kZZusu lg tkx:drkdj.kaA,Revision for PT-1 Exam,,
"AUGUST 2025 
(23 DAYS)",1,PT- Examination ,,,PT- Examination ,PT- Examination ,PT- Examination ,PT- Examination ,PT- Examination ,PT- Examination ,PT-1 EXAMINATION,PT-1 EXAMINATION,PT-1 EXAMINATION,Socialism in Europe $ French Revolution,SLOGAN WRITING/WORD SEARCH,"the students will be able to understand about Russian revolution and social revolution ,rolle of Marx and Stalin, Lenin also ","ijh{kkn``""V~;k lTtk] okP;=;a ¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%",okD;fuekZ.ksu v'kqf}ukeikdj.ka 'kq}ys[kua leL;klek/kkua pA,okP;kuka Kkuo/kZZusu lg tkx:drkdj.kaA,PT- Examination ,,
,2,The Last Leaf,EXPLANATION AND DISCUSSION ,"To understand that 'A Friend in
Need is Friend in Deed'.
· To learn the importance of selfconfidence
and optimism",Ch-6 Lines and angles ,Practice and discussion ,able to solve sums related to topic.,पद्य खण्ड - कैदी और कोकिला ,"कविता परिचय, शब्दार्थ, भावार्थ और प्रश्नोत्तर करवाना ","विद्यार्थी कविता के शब्दार्थ, भावार्थ और प्रश्नोत्तर बता सकेंगे।",IS MATTER AROUND US PURE,SUBJECT ENRICHMENT ACTIVITIES,CLASSIFICATION BETWEEN ELEMENTS COMPOUNDS,REVISION,REVISION,REVISION,v’Ve% ikB%&tVk;ks% 'kkS;ZZe~ ]izR;;k% rqequ~ Drok Y;i~¼vUrss fnols izR;;iz;ksxikBue~½xhrksins'k%,"ljykr~ dkfBU;a izfr ,oa vU;ksnkgj.klaxzg.ka pA",izR;;}kjk 'kCnfuekZ.kdj.ka]leL;klek/kkua pA,AI Project Cycle,Data Analysis Planning,Determine data needs
,3,Determiners,EXPLANATION AND DISCUSSION ,able to attempt exercises of determiners,Ch-6 Lines and angles ,Practice and discussion ,able to solve sums related to topic.,पद्य खण्ड - ग्राम श्री ,"कविता परिचय, शब्दार्थ, भावार्थ और प्रश्नोत्तर करवाना ","विद्यार्थी कविता के शब्दार्थ, भावार्थ और प्रश्नोत्तर बता सकेंगे।",IS MATTER AROUND US PURE,SUBJECT ENRICHMENT ACTIVITIES,CLASSIFICATION BETWEEN ELEMENTS COMPOUNDS,REVISION,REVISION,REVISION,uoe% ikB%&i;kZoj.ke~ ¼vUrss fnols dFkkys[kue~½xhrksins'k%,ikBokpukH;kl%]IkkBkFkZ%] Nk=S% iBua ]vH;kl dk;ZZZa pA,i;kZoj.kL;% lUnHkssZ Nk=ifjKkua] uSfrdrk;k% cks/kua pAa,AI Project Cycle,System Map and Presentation,Map systems visually
,4,Kathmandu,EXPLANATION AND DISCUSSION ,"To respect the culture of other
countries by widening their
vision.
· To observe and share their
experience.",Ch-6 Lines and angles ,Practice and discussion ,able to solve sums related to topic.,गद्य खण्ड - साँवले सपनों की याद ,पाठ परिचय करवाना और वाचन कर प्रश्नोत्तर करवाना।,विद्यार्थी पाठ के भावार्थ को बता सकेंगे और प्रश्नोत्तर कर सकेंगे।,FORCE AND LAW OF MOTION,SUBJECT ENRICHMENT ACTIVITIES,"Understanding concepts like motion, force, and laws of motion.",Nazism $ Rise of Hitler,GROUP DISCUSSION/FLOW CHART/DIALOGUE WRITING,The students will be able to understand about Nazi party and and rise of Hitler ,izR;;k%~¼vUrss fnols izR;;iz;ksxikBue~½xhrksins'k%,"ljykr~ dkfBU;a izfr ,oa vU;ksnkgj.klaxzg.ka pA",izR;;}kjk 'kCnfuekZ.kdj.ka]leL;klek/kkua pA,Ethics in AI,Role-play Ethics,Think ethically about AI
,5,"A Slumber Did My Spirit Seal,A Legend of the Northland",EXPLANATION AND DISCUSSION ,"To appreciate philosophical
poems.
· To understand the complexities
of the practical daily life.",Ch-6 Lines and angles ,Practice and discussion ,able to solve sums related to topic.,व्याकरण - निबंध लेखन व्याकरण - पत्र लेखन ,निबन्ध लेखन करवाना।पत्र लेखन के प्रकार समझाना और उदाहरण करवाना।,विद्यार्थी विभिन्न विषयों पर निबंध लेखन और पत्र लेखन कर सकेंगे।,FORCE AND LAW OF MOTION,SUBJECT ENRICHMENT ACTIVITIES,"Understanding concepts like motion, force, and laws of motion.",Nazism $ Rise of Hitler,GROUP DISCUSSION/FLOW CHART/DIALOGUE WRITING,The students will be able to understand about Nazi party and and rise of Hitler ,,,,AI Bias and Access,Moral Machine Debate,Understand bias and access
"SEPTEMBER 2025
(21 DAYS)",1,Revision for Term-1 Examination ,,,Revision for Term-1 Examination ,Revision for Term-1 Examination ,Revision for Term-1 Examination ,Revision for Term-1 Examination ,Revision for Term-1 Examination ,Revision for Term-1 Examination ,REVISION FOR TERM-1 EXAMINATION,"ORAL TEST,WRITTEN TEST",FOR ACHIEVING HIGH GRADE,Nazism $ Rise of Hitler,GROUP DISCUSSION/FLOW CHART/DIALOGUE WRITING,The students will be able to understand about Nazi party and and rise of Hitler ,n”ke% ikB%& okMeu% izk.kLo:ie~% ¼vUrss fnols lLoj'yksdokpue~½xhrksins'k%,n”ke% ikB%& vU;ksDr;% ¼vUrss fnols lLoj'yksdokpue~½,"n”ke% ikB%&okMeu% izk.kLo:ie~ fo""k;ss KkL;fUr A",Data Literacy Basics,News Articles & Videos,Appreciate data literacy
,2,Revision for Term-1 Examination ,,,Revision for Term-1 Examination ,Revision for Term-1 Examination ,Revision for Term-1 Examination ,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,REVISION FOR TERM-1 EXAMINATION,"ORAL TEST,WRITTEN TEST",FOR ACHIEVING HIGH GRADE,Climate,PICTURE ANALYSIS AND FINDING RELATIONSHIP WITH HUMAN ACTIVITY,"The students will be able to understand about climate and their factors like temperature, precipitation, latitude,altitude,etc",vO;;inkfu ¼vUrss fnols vO;;iz;ksxikBue~½xhrksins'k%,vO;;inkfu ¼vUrss fnols vO;;iz;ksxikBue~½,vO;;inkfu ¼vUrss fnols vO;;iz;ksxikBue~½,Data Acquisition,Data Acquisition Practice,Learn data acquisition
,3,Term -1 Examination ,,,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,TERM-1 EXAMINATION,TERM-1 EXAMINATION,TERM-1 EXAMINATION,Climate,PICTURE ANALYSIS AND FINDING RELATIONSHIP WITH HUMAN ACTIVITY,"The students will be able to understand about climate and their factors like temperature, precipitation, latitude,altitude,etc",n”ke% ikB%& okMeu% izk.kLo:ie~% ¼vUrss fnols lLoj'yksdokpue~½xhrksins'k%,",dkn”k% ikB%& fofp=lk{kh ¼vUrss fnols dFkkys[kue~½","n”ke% ikB%&okMeu% izk.kLo:ie~ fo""k;ss KkL;fUr A",Data Interpretation,Visualization Practice,Interpret data correctly
,4,Term -1 Examination ,,,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,गद्य खण्ड - प्रेमचंद के फटे जूते ,"लेखक परिचय और पाठ परिचय, शब्दार्थ तथा भावार्थ और प्रश्नोत्तर करवाना।","विद्यार्थी शब्दार्थ, भावार्थ और प्रश्नोत्तर बता सकेंगे ",TERM-1 EXAMINATION,TERM-1 EXAMINATION,TERM-1 EXAMINATION,Climate,PICTURE ANALYSIS AND FINDING RELATIONSHIP WITH HUMAN ACTIVITY,"The students will be able to understand about climate and their factors like temperature, precipitation, latitude,altitude,etc",iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½xhrksins'k%,iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½,iq:’k&ydkjn`’V~;k la”kks/kue~ ¼vUrss fnols okD;iz;ksxikBue~½,Data Dashboard,Tableau/Charts,Create dashboards
,5,Term -1 Examination ,,,Term -1 Examination ,Term -1 Examination ,Term -1 Examination ,पद्य खण्ड - बच्चे काम पर जा रहे हैं ,"कवि परिचय और कविता परिचय, शब्दार्थ तथा भावार्थ और प्रश्नोत्तर करवाना।","विद्यार्थी शब्दार्थ, भावार्थ और प्रश्नोत्तर बता सकेंगे ",TERM-1 EXAMINATION,TERM-1 EXAMINATION,TERM-1 EXAMINATION,Foriest Society $ colonialism,DEBATE/LISTING FOREST PRODUCTS,The students will be able to understand about forest society division of forest act of forest etc,,,,Cyber Safety,Online Cyber Safety Module,Ensure data safety
"OCTOBER 2025 
(19 DAYS)",1,Modals,EXPLANATION AND DISCUSSION ,able to attempt exercises of modals,ch-7 Triangle ,Practice and discussion ,able to solve sums related to topic.,गद्य खण्ड - मेरे बचपन के दिन ,"लेखक परिचय और पाठ परिचय, शब्दार्थ तथा भावार्थ और प्रश्नोत्तर करवाना।","विद्यार्थी शब्दार्थ, भावार्थ और प्रश्नोत्तर बता सकेंगे ",TISSUE,SUBJECT ENRICHMENT ACTIVITIES,"Understand tissues,",Foriest Society $ colonialism,DEBATE/LISTING FOREST PRODUCTS,The students will be able to understand about forest society division of forest act of forest etc,i=ys[kue~ ¼vUrss fnols i=ys[kue~½xhrksins'k%,d{kkijh{k.ka p,i=kUo;%] okD;fuekZ.ka ¼vUrss fnols okD;iz;ksxikBue~½,Math for AI - Patterns,Pattern Recognition,Analyze patterns
,2,If I were you,EXPLANATION AND DISCUSSION ,"To learn the skill of decisionmaking.
· To analyse the different
situations.",ch-7 Triangle ,Practice and discussion ,able to solve sums related to topic.,पद्य खण्ड - मेघ आए ,"कवि परिचय और कविता परिचय, शब्दार्थ तथा भावार्थ और प्रश्नोत्तर करवाना।","विद्यार्थी शब्दार्थ, भावार्थ और प्रश्नोत्तर बता सकेंगे ",TISSUE,SUBJECT ENRICHMENT ACTIVITIES,"Understand tissues,",Natural vegetation and wildlife,MAP ACTIVITY/PICTURE ANALYSIS,The students will be able to understand about Natural vegetation and wildlife sanctuary etc ,"vkn'kZiz'ui=a&ijh{k.ka p a¼vUrss fnols laLd`rs lEHkk""k.ke~½xhrksins'k%",ikfBr&ikBkuka ijh{k.ke~,,Math for AI - Statistics,Real Life Statistics,Apply statistics in life
